kernel,loc,width,value,t_def,t_last
linebuf,L40.w0,32,3639700191,82776,128000
linebuf,L40.w1,32,3445702192,82936,128000
linebuf,L40.w2,32,3280387012,83096,128000
linebuf,L40.w3,32,271041745,83256,128000
linebuf,L40.w4,32,1095513148,83416,128000
linebuf,L40.w5,32,506456969,83576,128000
linebuf,L40.w6,32,2127877499,83736,128000
linebuf,L40.w7,32,3268308804,83896,128000
linebuf,L40.w8,32,1930549411,84056,128000
linebuf,L40.w9,32,2028277857,84216,128000
linebuf,L40.w10,32,2798570523,84376,128000
linebuf,L40.w11,32,1630434966,84536,128000
linebuf,L41.w0,32,3387541014,84696,131200
linebuf,L41.w1,32,901749037,84856,131200
linebuf,L41.w2,32,403123852,85016,131200
linebuf,L41.w3,32,2095328386,85176,131200
linebuf,L41.w4,32,121751464,85336,131200
linebuf,L41.w5,32,3836767462,85496,131200
linebuf,L41.w6,32,3589583794,85656,131200
linebuf,L41.w7,32,1674216077,85816,131200
linebuf,L41.w8,32,1858720390,85976,131200
linebuf,L41.w9,32,2608926326,86136,131200
linebuf,L41.w10,32,3273968005,86296,131200
linebuf,L41.w11,32,3294916953,86456,131200
linebuf,L42.w0,32,9045414,86616,134400
linebuf,L42.w1,32,2988579416,86776,134400
linebuf,L42.w2,32,1912923437,86936,134400
linebuf,L42.w3,32,1143881027,87096,134400
linebuf,L42.w4,32,3098990846,87256,134400
linebuf,L42.w5,32,3443818037,87416,134400
linebuf,L42.w6,32,982526257,87576,134400
linebuf,L42.w7,32,2538984641,87736,134400
linebuf,L42.w8,32,4059906722,87896,134400
linebuf,L42.w9,32,439062303,88056,134400
linebuf,L42.w10,32,3871601465,88216,134400
linebuf,L42.w11,32,1363349907,88376,134400
linebuf,L43.w0,32,131383004,88536,137600
linebuf,L43.w1,32,95872739,88696,137600
linebuf,L43.w2,32,109289145,88856,137600
linebuf,L43.w3,32,2789779421,89016,137600
linebuf,L43.w4,32,2325348894,89176,137600
linebuf,L43.w5,32,39534911,89336,137600
linebuf,L43.w6,32,4033614922,89496,137600
linebuf,L43.w7,32,3784870617,89656,137600
linebuf,L43.w8,32,1637259727,89816,137600
linebuf,L43.w9,32,2948425721,89976,137600
linebuf,L43.w10,32,930287327,90136,137600
linebuf,L43.w11,32,4161997890,90296,137600
linebuf,L44.w0,32,1812976885,90456,140800
linebuf,L44.w1,32,3117513184,90616,140800
linebuf,L44.w2,32,124729223,90776,140800
linebuf,L44.w3,32,2266151100,90936,140800
linebuf,L44.w4,32,952158461,91096,140800
linebuf,L44.w5,32,3280070799,91256,140800
linebuf,L44.w6,32,1880712864,91416,140800
linebuf,L44.w7,32,4033691631,91576,140800
linebuf,L44.w8,32,2129497364,91736,140800
linebuf,L44.w9,32,2374513802,91896,140800
linebuf,L44.w10,32,1001090105,92056,140800
linebuf,L44.w11,32,1484771968,92216,140800
linebuf,L45.w0,32,991564255,92376,144000
linebuf,L45.w1,32,2907042365,92536,144000
linebuf,L45.w2,32,939657385,92696,144000
linebuf,L45.w3,32,3268245658,92856,144000
linebuf,L45.w4,32,1973981844,93016,144000
linebuf,L45.w5,32,4089858807,93176,144000
linebuf,L45.w6,32,1244602538,93336,144000
linebuf,L45.w7,32,3979315673,93496,144000
linebuf,L45.w8,32,92297589,93656,144000
linebuf,L45.w9,32,1787479226,93816,144000
linebuf,L45.w10,32,3597370014,93976,144000
linebuf,L45.w11,32,3935348976,94136,144000
linebuf,L46.w0,32,2389953095,94296,147200
linebuf,L46.w1,32,3960769716,94456,147200
linebuf,L46.w2,32,2758633299,94616,147200
linebuf,L46.w3,32,429497919,94776,147200
linebuf,L46.w4,32,798461319,94936,147200
linebuf,L46.w5,32,2703050138,95096,147200
linebuf,L46.w6,32,4262941488,95256,147200
linebuf,L46.w7,32,3108005869,95416,147200
linebuf,L46.w8,32,3693442237,95576,147200
linebuf,L46.w9,32,1272987056,95736,147200
linebuf,L46.w10,32,519218416,95896,147200
linebuf,L46.w11,32,3191790602,96056,147200
linebuf,L47.w0,32,1428914934,96216,150400
linebuf,L47.w1,32,3846467028,96376,150400
linebuf,L47.w2,32,3098751912,96536,150400
linebuf,L47.w3,32,4180086606,96696,150400
linebuf,L47.w4,32,3054545399,96856,150400
linebuf,L47.w5,32,2150918326,97016,150400
linebuf,L47.w6,32,4021981692,97176,150400
linebuf,L47.w7,32,4154136494,97336,150400
linebuf,L47.w8,32,1812935769,97496,150400
linebuf,L47.w9,32,2180628982,97656,150400
linebuf,L47.w10,32,3564976141,97816,150400
linebuf,L47.w11,32,3909215068,97976,150400
linebuf,L48.w0,32,2878940490,98136,153600
linebuf,L48.w1,32,815398389,98296,153600
linebuf,L48.w2,32,1302957853,98456,153600
linebuf,L48.w3,32,1220455187,98616,153600
linebuf,L48.w4,32,2523639457,98776,153600
linebuf,L48.w5,32,4180941928,98936,153600
linebuf,L48.w6,32,3790218436,99096,153600
linebuf,L48.w7,32,2144743702,99256,153600
linebuf,L48.w8,32,3634390239,99416,153600
linebuf,L48.w9,32,4041192613,99576,153600
linebuf,L48.w10,32,2170177477,99736,153600
linebuf,L48.w11,32,1689440956,99896,153600
linebuf,L49.w0,32,2529745433,100056,156800
linebuf,L49.w1,32,3664843848,100216,156800
linebuf,L49.w2,32,148287319,100376,156800
linebuf,L49.w3,32,2062559164,100536,156800
linebuf,L49.w4,32,1042560227,100696,156800
linebuf,L49.w5,32,3194298828,100856,156800
linebuf,L49.w6,32,3424825176,101016,156800
linebuf,L49.w7,32,1736404157,101176,156800
linebuf,L49.w8,32,1779465077,101336,156800
linebuf,L49.w9,32,2855051695,101496,156800
linebuf,L49.w10,32,743061144,101656,156800
linebuf,L49.w11,32,1576784849,101816,156800
linebuf,L50.w0,32,2357072719,101976,160000
linebuf,L50.w1,32,3791305175,102136,160000
linebuf,L50.w2,32,3019537063,102296,160000
linebuf,L50.w3,32,3332197336,102456,160000
linebuf,L50.w4,32,2896894571,102616,160000
linebuf,L50.w5,32,3170611280,102776,160000
linebuf,L50.w6,32,1609337231,102936,160000
linebuf,L50.w7,32,371375481,103096,160000
linebuf,L50.w8,32,1885325846,103256,160000
linebuf,L50.w9,32,2850818054,103416,160000
linebuf,L50.w10,32,2183675157,103576,160000
linebuf,L50.w11,32,463561237,103736,160000
linebuf,L51.w0,32,3343385571,103896,163200
linebuf,L51.w1,32,703078820,104056,163200
linebuf,L51.w2,32,2237413444,104216,163200
linebuf,L51.w3,32,3607564414,104376,163200
linebuf,L51.w4,32,1689017785,104536,163200
linebuf,L51.w5,32,1591382744,104696,163200
linebuf,L51.w6,32,2103217660,104856,163200
linebuf,L51.w7,32,3147205187,105016,163200
linebuf,L51.w8,32,127023494,105176,163200
linebuf,L51.w9,32,2015714664,105336,163200
linebuf,L51.w10,32,186776492,105496,163200
linebuf,L51.w11,32,1325123798,105656,163200
linebuf,L52.w0,32,3021003068,105816,166400
linebuf,L52.w1,32,3643427490,105976,166400
linebuf,L52.w2,32,4222759099,106136,166400
linebuf,L52.w3,32,2640591909,106296,166400
linebuf,L52.w4,32,2547704717,106456,166400
linebuf,L52.w5,32,2483246605,106616,166400
linebuf,L52.w6,32,1690497763,106776,166400
linebuf,L52.w7,32,2779514584,106936,166400
linebuf,L52.w8,32,731644238,107096,166400
linebuf,L52.w9,32,724106992,107256,166400
linebuf,L52.w10,32,2157098196,107416,166400
linebuf,L52.w11,32,974688455,107576,166400
linebuf,L53.w0,32,4217987067,107736,169600
linebuf,L53.w1,32,52834893,107896,169600
linebuf,L53.w2,32,3309371709,108056,169600
linebuf,L53.w3,32,856916273,108216,169600
linebuf,L53.w4,32,2317639275,108376,169600
linebuf,L53.w5,32,3951741134,108536,169600
linebuf,L53.w6,32,3694916452,108696,169600
linebuf,L53.w7,32,2355095800,108856,169600
linebuf,L53.w8,32,997188871,109016,169600
linebuf,L53.w9,32,1737120419,109176,169600
linebuf,L53.w10,32,2206632489,109336,169600
linebuf,L53.w11,32,1476720930,109496,169600
linebuf,L54.w0,32,4090816273,109656,172800
linebuf,L54.w1,32,3639817240,109816,172800
linebuf,L54.w2,32,2481609806,109976,172800
linebuf,L54.w3,32,1517300986,110136,172800
linebuf,L54.w4,32,1971955755,110296,172800
linebuf,L54.w5,32,3907368033,110456,172800
linebuf,L54.w6,32,1156546539,110616,172800
linebuf,L54.w7,32,2831306050,110776,172800
linebuf,L54.w8,32,2353626216,110936,172800
linebuf,L54.w9,32,2615398091,111096,172800
linebuf,L54.w10,32,4110783109,111256,172800
linebuf,L54.w11,32,3132749951,111416,172800
linebuf,L55.w0,32,24520513,111576,176000
linebuf,L55.w1,32,1647934407,111736,176000
linebuf,L55.w2,32,3365773595,111896,176000
linebuf,L55.w3,32,3680568455,112056,176000
linebuf,L55.w4,32,3523960153,112216,176000
linebuf,L55.w5,32,4100174647,112376,176000
linebuf,L55.w6,32,3806112311,112536,176000
linebuf,L55.w7,32,4030651559,112696,176000
linebuf,L55.w8,32,3180437943,112856,176000
linebuf,L55.w9,32,2201170456,113016,176000
