kernel,loc,width,value,t_def,t_last
vfir3,L40.w0,32,4106135923,128655,135024
vfir3,L40.w1,32,3707026329,128695,135064
vfir3,L40.w2,32,4070888059,128735,135104
vfir3,L40.w3,32,3646664648,128775,135144
vfir3,L40.w4,32,242886303,128815,135184
vfir3,L40.w5,32,393353683,128855,135224
vfir3,L40.w6,32,364522461,128895,135264
vfir3,L40.w7,32,1550730039,128935,135304
vfir3,L40.w8,32,3588440356,128975,135344
vfir3,L40.w9,32,726208580,129015,135384
vfir3,L40.w10,32,3160967032,129055,135424
vfir3,L40.w11,32,3474465535,129095,135464
vfir3,L40.w12,32,2876470159,129135,135504
vfir3,L40.w13,32,3667190760,129175,135544
vfir3,L40.w14,32,1323436024,129215,135584
vfir3,L40.w15,32,1080542040,129255,135624
vfir3,L40.w16,32,2602510382,129295,135664
vfir3,L40.w17,32,911472861,129335,135704
vfir3,L40.w18,32,2606193617,129375,135744
vfir3,L40.w19,32,153478260,129415,135784
vfir3,L40.w20,32,2496252240,129455,135824
vfir3,L40.w21,32,2925930101,129495,135864
vfir3,L40.w22,32,680249217,129535,135904
vfir3,L40.w23,32,4293759541,129575,135944
vfir3,L40.w24,32,1849712019,129615,135984
vfir3,L40.w25,32,2742213519,129655,136024
vfir3,L40.w26,32,1690206281,129695,136064
vfir3,L40.w27,32,3451733971,129735,136104
vfir3,L40.w28,32,3105313242,129775,136144
vfir3,L40.w29,32,3694720281,129815,136184
vfir3,L40.w30,32,4272717495,129855,136224
vfir3,L40.w31,32,2186428038,129895,136264
vfir3,L40.w32,32,4077622522,129935,136304
vfir3,L40.w33,32,1597986795,129975,136344
vfir3,L40.w34,32,2337222593,130015,136384
vfir3,L40.w35,32,4018851090,130055,136424
vfir3,L40.w36,32,1910634194,130095,136464
vfir3,L40.w37,32,2156362607,130135,136504
vfir3,L40.w38,32,1152085198,130175,136544
vfir3,L40.w39,32,3870658023,130215,136584
vfir3,L40.w40,32,154293798,130255,136624
vfir3,L40.w41,32,3741058122,130295,136664
vfir3,L40.w42,32,117874757,130335,136704
vfir3,L40.w43,32,1563430073,130375,136744
vfir3,L40.w44,32,1996703904,130415,136784
vfir3,L40.w45,32,4002250473,130455,136824
vfir3,L40.w46,32,1367797298,130495,136864
vfir3,L40.w47,32,3898757035,130535,136904
vfir3,L40.w48,32,1632151663,130575,136944
vfir3,L40.w49,32,1819395238,130615,136984
vfir3,L40.w50,32,3830206549,130655,137024
vfir3,L40.w51,32,3797028403,130695,137064
vfir3,L40.w52,32,2258090960,130735,137104
vfir3,L40.w53,32,706472397,130775,137144
vfir3,L40.w54,32,2407373688,130815,137184
vfir3,L40.w55,32,762083711,130855,137224
vfir3,L40.w56,32,1014142328,130895,137264
vfir3,L40.w57,32,990430947,130935,137304
vfir3,L40.w58,32,102469680,130975,137344
vfir3,L40.w59,32,759006542,131015,137384
vfir3,L40.w60,32,1396478261,131055,137424
vfir3,L40.w61,32,745558046,131095,137464
vfir3,L40.w62,32,587110818,131135,137504
vfir3,L40.w63,32,2191149268,131175,137544
vfir3,L41.w0,32,2191394736,131855,138224
vfir3,L41.w1,32,1544862794,131895,138264
vfir3,L41.w2,32,4289313265,131935,138304
vfir3,L41.w3,32,2206485312,131975,138344
vfir3,L41.w4,32,2896868254,132015,138384
vfir3,L41.w5,32,2404710606,132055,138424
vfir3,L41.w6,32,781011850,132095,138464
vfir3,L41.w7,32,4274255539,132135,138504
vfir3,L41.w8,32,3837860530,132175,138544
vfir3,L41.w9,32,1913998966,132215,138584
vfir3,L41.w10,32,3422057796,132255,138624
vfir3,L41.w11,32,1780998367,132295,138664
vfir3,L41.w12,32,3154231246,132335,138704
vfir3,L41.w13,32,2256428565,132375,138744
vfir3,L41.w14,32,3893790049,132415,138784
vfir3,L41.w15,32,3901883618,132455,138824
vfir3,L41.w16,32,3276568223,132495,138864
vfir3,L41.w17,32,1564465539,132535,138904
vfir3,L41.w18,32,3391940284,132575,138944
vfir3,L41.w19,32,2549001060,132615,138984
vfir3,L41.w20,32,1519503515,132655,139024
vfir3,L41.w21,32,1554290170,132695,139064
vfir3,L41.w22,32,4213262303,132735,139104
vfir3,L41.w23,32,3689234378,132775,139144
vfir3,L41.w24,32,4131333072,132815,139184
vfir3,L41.w25,32,1914563131,132855,139224
vfir3,L41.w26,32,692282802,132895,139264
vfir3,L41.w27,32,4101406502,132935,139304
