25-Sep-2026 05:08:24 | INFO    | KLayout version detected: 0.30.0
25-Sep-2026 05:08:24 | INFO    | Using DRC JSON file: /pdk/libs.tech/klayout/tech/drc/tech_mod_relaxed.json
25-Sep-2026 05:08:24 | INFO    | Running IHP-SG13G2 main checks on design /work/gain-mixed-t2-relaxeddeck.gds, topcell: ARRAY_MIXED
2026-09-25 05:08:25 +0000: Memory Usage (415696K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/gain-mixed-t2-relaxeddeck.gds
2026-09-25 05:08:25 +0000: Memory Usage (415696K) : Ruby Version for klayout: 3.3.8
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : Loading database to memory is complete.
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : IHP-SG13G2 KLayout DRC runset output at: /work/gain-mixed-t2-relaxeddeck-main/gain-mixed-t2-relaxeddeck_ARRAY_MIXED_main.lyrdb
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : Evaluate switches.
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : tables selected: main
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : KLayout will use 32 thread(s) in tiling mode.
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : flat mode is enabled.
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : FEOL enabled: true
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : BEOL enabled: true
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : OFFGRID enabled: true
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : PIN enabled: true
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : FORBIDDEN enabled: true
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : RECOMMENDED enabled: true
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : PreCheck DRC enabled: false
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : CONNECTIVITY_RULES enabled: true.
2026-09-25 05:08:25 +0000: Memory Usage (416780K) : Read in polygons from layers.
2026-09-25 05:08:25 +0000: Memory Usage (417804K) : activ_drw has 37 polygons
2026-09-25 05:08:25 +0000: Memory Usage (417804K) : activ_pin has 0 polygons
2026-09-25 05:08:25 +0000: Memory Usage (417804K) : activ_mask has 0 polygons
2026-09-25 05:08:25 +0000: Memory Usage (417804K) : activ_filler has 0 polygons
2026-09-25 05:08:25 +0000: Memory Usage (417804K) : activ_nofill has 0 polygons
