25-Sep-2026 05:01:31 | INFO    | KLayout version detected: 0.30.0
25-Sep-2026 05:01:31 | INFO    | Using DRC JSON file: /pdk/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
25-Sep-2026 05:01:31 | INFO    | Running IHP-SG13G2 main checks on design /work/gain-3t-thick-l45n-t0w30-nomark.gds, topcell: ARRAY_3T_thick_L45n
2026-09-25 05:01:32 +0000: Memory Usage (415012K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/gain-3t-thick-l45n-t0w30-nomark.gds
2026-09-25 05:01:32 +0000: Memory Usage (415012K) : Ruby Version for klayout: 3.3.8
2026-09-25 05:01:32 +0000: Memory Usage (416392K) : Loading database to memory is complete.
2026-09-25 05:01:32 +0000: Memory Usage (416392K) : IHP-SG13G2 KLayout DRC runset output at: /work/gain-3t-thick-l45n-t0w30-nomark-main/gain-3t-thick-l45n-t0w30-nomark_ARRAY_3T_thick_L45n_main.lyrdb
2026-09-25 05:01:32 +0000: Memory Usage (416392K) : Evaluate switches.
2026-09-25 05:01:32 +0000: Memory Usage (416392K) : tables selected: main
2026-09-25 05:01:32 +0000: Memory Usage (416392K) : KLayout will use 32 thread(s) in tiling mode.
2026-09-25 05:01:32 +0000: Memory Usage (416392K) : flat mode is enabled.
2026-09-25 05:01:32 +0000: Memory Usage (425608K) : metal5_filler has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425608K) : metal5_nofill has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : metal5_slit has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : metal5_text has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : metal5_opc has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : metal5_noqrc has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : metal5_res has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : metal5_iprobe has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : metal5_diffprb has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : radhard_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : memcap_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : varicap_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : flash_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : intbondvia_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : intbondmet_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : devbondvia_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : devbondmet_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : devtrench_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : redist_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphbot_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphtop_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : antvia1_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : antmetal2_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphcont_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : siwg_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : siwg_filler has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : siwg_nofill has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : sigrating_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : singrating_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphpas_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : emwind3_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : emwihv3_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : redbulay_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : smos_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphpad_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : polimide_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : polimide_pin has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_pin has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_esd has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_diode has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_tsv has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_iprobe has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_diffprb has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_pillar has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_sbump has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_otp has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_pdiode has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_mom has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : recog_pcm has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : colopen_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphmetal1_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphmetal1_filler has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphmetal1_nofill has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphmetal1_slit has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphmetal1_opc has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphmet1l_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphmet1l_filler has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphmet1l_nofill has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphmet1l_slit has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphmet1l_opc has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : extblock_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : nldd_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : pldd_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : next_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : pext_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : nexthv_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : pexthv_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : graphgate_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : sinwg_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : sinwg_filler has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : sinwg_nofill has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : mempad_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topvia1_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_pin has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_mask has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_filler has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_nofill has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_slit has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_text has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_noqrc has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_res has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_iprobe has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal1_diffprb has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : inldpwl_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : polyres_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : polyres_pin has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : vmim_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : nbulaycut_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : antmetal1_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topvia2_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_pin has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_mask has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_filler has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_nofill has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_slit has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_text has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_noqrc has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_res has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_iprobe has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : topmetal2_diffprb has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : snsring_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : sensor_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : snsarms_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : snscmosvia_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : colwind_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : flm_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : hafniumox_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : memvia_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : thinfilmres_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : rfmem_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m2m3 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m2m4 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m2m5 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m2tm1 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m2tm2 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m3m4 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m3m5 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m3tm1 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m3tm2 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m4m5 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m4tm1 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m4tm2 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m5tm1 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m5tm2 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_tm1tm2 has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m1sub has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m2sub has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m3sub has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m4sub has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_m5sub has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_tm1sub has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : norcx_tm2sub has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : snsbotvia_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : snstopvia_drw has 0 polygons
2026-09-25 05:01:32 +0000: Memory Usage (425864K) : deepvia_drw has 0 polygons
