25-Sep-2026 05:07:40 | INFO    | KLayout version detected: 0.30.0
25-Sep-2026 05:07:40 | INFO    | Using DRC JSON file: /pdk/libs.tech/klayout/tech/drc/tech_mod_relaxed.json
25-Sep-2026 05:07:40 | INFO    | Running IHP-SG13G2 main checks on design /work/gain-3t-thick-l45n-t2-relaxeddeck.gds, topcell: ARRAY_3T_thick_L45n
2026-09-25 05:07:42 +0000: Memory Usage (416896K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/gain-3t-thick-l45n-t2-relaxeddeck.gds
2026-09-25 05:07:42 +0000: Memory Usage (416896K) : Ruby Version for klayout: 3.3.8
2026-09-25 05:07:42 +0000: Memory Usage (417980K) : Loading database to memory is complete.
2026-09-25 05:07:42 +0000: Memory Usage (417980K) : IHP-SG13G2 KLayout DRC runset output at: /work/gain-3t-thick-l45n-t2-relaxeddeck-main/gain-3t-thick-l45n-t2-relaxeddeck_ARRAY_3T_thick_L45n_main.lyrdb
2026-09-25 05:07:42 +0000: Memory Usage (417980K) : Evaluate switches.
2026-09-25 05:07:42 +0000: Memory Usage (417980K) : tables selected: main
2026-09-25 05:07:42 +0000: Memory Usage (417980K) : KLayout will use 32 thread(s) in tiling mode.
2026-09-25 05:07:42 +0000: Memory Usage (417980K) : flat mode is enabled.
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : biwind_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : pemwind_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : gatpoly_drw has 40 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : gatpoly_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : gatpoly_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : gatpoly_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : gatpoly_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : gatpoly_iopc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : gatpoly_noqrc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : cont_drw has 108 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419260K) : cont_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419516K) : nsd_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419516K) : nsd_block has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419516K) : metal1_drw has 76 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419516K) : metal1_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419516K) : metal1_mask has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419516K) : metal1_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419772K) : metal1_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419772K) : metal1_slit has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (419772K) : metal1_text has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420028K) : metal1_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420028K) : metal1_noqrc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420028K) : metal1_res has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420284K) : metal1_iprobe has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420284K) : metal1_diffprb has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420284K) : passiv_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420540K) : passiv_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420540K) : passiv_sbump has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420540K) : passiv_pillar has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420540K) : passiv_pdl has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420540K) : metal2_drw has 17 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420540K) : metal2_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420540K) : metal2_mask has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420796K) : metal2_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420796K) : metal2_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (420796K) : metal2_slit has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421052K) : metal2_text has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421052K) : metal2_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421052K) : metal2_noqrc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421308K) : metal2_res has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421308K) : metal2_iprobe has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421308K) : metal2_diffprb has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421564K) : baspoly_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421564K) : baspoly_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421820K) : psd_drw has 4 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421820K) : nldb_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (421820K) : digibnd_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422076K) : via1_drw has 44 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422076K) : backmetal1_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422076K) : backmetal1_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422332K) : backmetal1_mask has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422332K) : backmetal1_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422332K) : backmetal1_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422588K) : backmetal1_slit has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422588K) : backmetal1_text has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422588K) : backmetal1_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422588K) : backmetal1_noqrc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422844K) : backmetal1_res has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422844K) : backmetal1_iprobe has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (422844K) : backmetal1_diffprb has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423100K) : backpassiv_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423100K) : res_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423100K) : sram_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423356K) : trans_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423356K) : ind_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423612K) : ind_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423612K) : ind_text has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423612K) : salblock_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423868K) : via2_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423868K) : metal3_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (423868K) : metal3_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424124K) : metal3_mask has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424124K) : metal3_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424124K) : metal3_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424380K) : metal3_slit has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424380K) : metal3_text has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424380K) : metal3_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424636K) : metal3_noqrc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424636K) : metal3_res has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424636K) : metal3_iprobe has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal3_diffprb has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : nwell_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : nwell_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : nbulay_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : nbulay_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : nbulay_block has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : emwind_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : emwind_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : deepco_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : deepco_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : mim_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : edgeseal_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : edgeseal_bound has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : substrate_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : substrate_text has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : dfpad_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : dfpad_pillar has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : dfpad_sbump has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : thickgateox_drw has 2 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : pldb_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : pwell_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : pwell_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : pwell_block has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : ic_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : via3_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal4_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal4_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal4_mask has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal4_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal4_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal4_slit has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal4_text has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal4_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal4_noqrc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (424892K) : metal4_res has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425148K) : metal4_iprobe has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425148K) : metal4_diffprb has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425148K) : heattrans_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425148K) : heatres_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425404K) : pempoly_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425404K) : fbe_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425660K) : empoly_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425660K) : ldmos_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425660K) : pbiwind_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425916K) : digisub_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425916K) : nodrc_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (425916K) : text_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426172K) : via4_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426172K) : metal5_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426428K) : metal5_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426428K) : metal5_mask has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426428K) : metal5_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : metal5_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : metal5_slit has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : metal5_text has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : metal5_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : metal5_noqrc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : metal5_res has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : metal5_iprobe has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : metal5_diffprb has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : radhard_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : memcap_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : varicap_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : flash_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : intbondvia_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : intbondmet_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : devbondvia_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : devbondmet_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : devtrench_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : redist_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : graphbot_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : graphtop_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : antvia1_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : antmetal2_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : graphcont_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : siwg_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : siwg_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : siwg_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : sigrating_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : singrating_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : graphpas_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : emwind3_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : emwihv3_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : redbulay_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : smos_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : graphpad_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : polimide_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : polimide_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : recog_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : recog_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : recog_esd has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426684K) : recog_diode has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : recog_tsv has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : recog_iprobe has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : recog_diffprb has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : recog_pillar has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : recog_sbump has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : recog_otp has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : recog_pdiode has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : recog_mom has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : recog_pcm has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : colopen_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphmetal1_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphmetal1_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphmetal1_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphmetal1_slit has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphmetal1_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphmet1l_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphmet1l_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphmet1l_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphmet1l_slit has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphmet1l_opc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : extblock_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : nldd_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : pldd_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : next_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : pext_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : nexthv_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : pexthv_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : graphgate_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : sinwg_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : sinwg_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : sinwg_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : mempad_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topvia1_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_mask has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_slit has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_text has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_noqrc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_res has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_iprobe has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal1_diffprb has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : inldpwl_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : polyres_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : polyres_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : vmim_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : nbulaycut_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : antmetal1_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topvia2_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_pin has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_mask has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_filler has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_nofill has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_slit has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_text has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_noqrc has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_res has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_iprobe has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : topmetal2_diffprb has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : snsring_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : sensor_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : snsarms_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : snscmosvia_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : colwind_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : flm_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : hafniumox_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : memvia_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : thinfilmres_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : rfmem_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m2m3 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m2m4 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m2m5 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m2tm1 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m2tm2 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m3m4 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m3m5 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m3tm1 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m3tm2 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m4m5 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m4tm1 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m4tm2 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m5tm1 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m5tm2 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_tm1tm2 has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m1sub has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m2sub has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m3sub has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m4sub has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_m5sub has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_tm1sub has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : norcx_tm2sub has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : snsbotvia_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : snstopvia_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : deepvia_drw has 0 polygons
2026-09-25 05:07:42 +0000: Memory Usage (426940K) : fgetch_drw has 0 polygons
